-5KQ66BBWC4,1549,0.39,0.251,0.717,0.844,1
-5KQ66BBWC4,1554,0.49,0.301,0.738,0.853,1
-5KQ66BBWC4,1557,0.413,0.317,0.72,0.821,1
-5KQ66BBWC4,1604,0,0.196,0.265,0.986,1
-5KQ66BBWC4,1627,0.293,0.436,0.71,0.999,1
-5KQ66BBWC4,1630,0.016,0.027,0.745,0.973,1
-5KQ66BBWC4,1637,0.265,0.168,0.585,0.973,1
-5KQ66BBWC4,1658,0.608,0.17,0.785,0.676,1
-5KQ66BBWC4,1659,0.607,0.159,0.782,0.657,1
-5KQ66BBWC4,1698,0.668,0.264,0.78,0.766,1
-5KQ66BBWC4,1713,0.379,0.206,0.548,0.729,1
-5KQ66BBWC4,1718,0.422,0.302,0.614,0.736,1
-5KQ66BBWC4,1719,0.152,0.302,0.3,0.907,1
-5KQ66BBWC4,1719,0.407,0.429,0.592,0.868,1
-5KQ66BBWC4,1095,0.108,0.15,0.335,0.683,3
-5KQ66BBWC4,1098,0.101,0.165,0.344,0.67,3
-5KQ66BBWC4,1161,0.415,0.168,0.992,0.957,3
-5KQ66BBWC4,1310,0.557,0.225,0.895,0.977,3
-5KQ66BBWC4,1311,0.621,0.185,0.921,0.968,3
-5KQ66BBWC4,1314,0.556,0.035,0.925,0.923,3
-5KQ66BBWC4,1538,0.268,0.025,0.901,0.933,3
-5KQ66BBWC4,1539,0.205,0,0.921,0.925,3
-5KQ66BBWC4,1540,0.288,0.003,0.953,0.794,3
-5KQ66BBWC4,1541,0.286,0.026,0.895,0.753,3
-5KQ66BBWC4,1544,0.338,0,0.859,0.733,3
-5KQ66BBWC4,1548,0.372,0.264,0.717,0.823,3
-5KQ66BBWC4,1550,0.431,0.281,0.721,0.817,3
-5KQ66BBWC4,1551,0.397,0.281,0.726,0.87,3
-5KQ66BBWC4,1555,0.44,0.295,0.727,0.851,3
-5KQ66BBWC4,1558,0.503,0.293,0.721,0.86,3
-5KQ66BBWC4,1739,0.374,0.478,0.463,0.688,4
-5KQ66BBWC4,944,0.019,0.182,0.462,0.876,5
-5KQ66BBWC4,1646,0.335,0.178,0.577,0.954,5
-5KQ66BBWC4,1647,0.274,0.633,0.66,0.978,5
-5KQ66BBWC4,975,0.148,0.144,0.773,1,6
-5KQ66BBWC4,1654,0.338,0.488,0.59,0.958,6
-5KQ66BBWC4,1655,0.329,0.502,0.579,0.879,6
-5KQ66BBWC4,1643,0.37,0.138,0.592,0.829,7
-5KQ66BBWC4,1645,0.293,0.23,0.548,0.856,7
-5KQ66BBWC4,929,0.038,0.038,0.97,0.782,8
-5KQ66BBWC4,930,0.016,0.448,0.722,0.707,8
-5KQ66BBWC4,930,0.088,0.042,0.94,0.768,8
-5KQ66BBWC4,931,0.085,0.047,0.966,0.772,8
-5KQ66BBWC4,965,0.192,0.068,0.943,0.974,8
-5KQ66BBWC4,966,0.157,0.045,0.981,0.957,8
-5KQ66BBWC4,967,0.083,0.105,0.949,0.863,8
-5KQ66BBWC4,968,0.125,0.069,1,0.924,8
-5KQ66BBWC4,969,0.126,0.052,0.968,0.865,8
-5KQ66BBWC4,970,0.122,0.048,1,0.903,8
-5KQ66BBWC4,971,0.15,0.027,1,0.941,8
-5KQ66BBWC4,972,0.083,0.094,0.986,0.957,8
-5KQ66BBWC4,1629,0.021,0.09,0.812,0.954,8
-5KQ66BBWC4,902,0.077,0.151,0.283,0.811,9
-5KQ66BBWC4,902,0.332,0.194,0.481,0.891,9
-5KQ66BBWC4,902,0.505,0.105,0.653,0.78,9
-5KQ66BBWC4,902,0.626,0.146,0.805,0.818,9
-5KQ66BBWC4,902,0.805,0.222,0.997,1,9
-5KQ66BBWC4,903,0,0.162,0.177,0.804,9
-5KQ66BBWC4,903,0.328,0.182,0.484,0.895,9
-5KQ66BBWC4,903,0.507,0.147,0.666,0.789,9
-5KQ66BBWC4,903,0.642,0.158,0.791,0.859,9
-5KQ66BBWC4,903,0.802,0.267,0.994,0.971,9
-5KQ66BBWC4,903,0.865,0.158,0.991,0.436,9
-5KQ66BBWC4,922,0.206,0.168,0.805,0.97,9
-5KQ66BBWC4,923,0.622,0.133,0.807,0.985,9
-5KQ66BBWC4,925,0.285,0.233,0.541,0.93,9
-5KQ66BBWC4,925,0.547,0.145,0.848,0.999,9
-5KQ66BBWC4,926,0.378,0.222,0.887,0.959,9
-5KQ66BBWC4,932,0.263,0.269,0.603,0.964,9
-5KQ66BBWC4,932,0.503,0.119,0.947,0.998,9
-5KQ66BBWC4,933,0.221,0.3,0.677,1,9
-5KQ66BBWC4,935,0.046,0.258,0.332,0.766,9
-5KQ66BBWC4,935,0.313,0.089,0.866,0.964,9
-5KQ66BBWC4,936,0.347,0.073,0.792,0.979,9
-5KQ66BBWC4,938,0.23,0.158,0.494,0.856,9
-5KQ66BBWC4,939,0.285,0.091,0.77,0.948,9
-5KQ66BBWC4,941,0.031,0.21,0.671,0.959,9
-5KQ66BBWC4,941,0.665,0.252,0.996,0.996,9
-5KQ66BBWC4,942,0.103,0.22,0.726,0.97,9
-5KQ66BBWC4,945,0.142,0.109,0.562,0.98,9
-5KQ66BBWC4,946,0.09,0.187,0.313,0.974,9
-5KQ66BBWC4,947,0.12,0.006,0.337,1,9
-5KQ66BBWC4,948,0.168,0.084,0.419,0.97,9
-5KQ66BBWC4,949,0.148,0.083,0.456,0.934,9
-5KQ66BBWC4,951,0.649,0.139,0.886,1,9
-5KQ66BBWC4,952,0.302,0.175,0.542,0.952,9
-5KQ66BBWC4,954,0.018,0.006,0.365,0.82,9
-5KQ66BBWC4,954,0.404,0.184,0.659,0.971,9
-5KQ66BBWC4,955,0.113,0.067,0.587,0.99,9
-5KQ66BBWC4,956,0.204,0.103,0.814,0.988,9
-5KQ66BBWC4,957,0.304,0.392,0.755,0.968,9
-5KQ66BBWC4,958,0.555,0.269,0.918,1,9
-5KQ66BBWC4,958,0.77,0.314,0.941,0.782,9
-5KQ66BBWC4,959,0.414,0.276,0.743,0.952,9
-5KQ66BBWC4,960,0.231,0.21,0.591,0.987,9
-5KQ66BBWC4,960,0.544,0.265,0.935,0.998,9
-5KQ66BBWC4,962,0.607,0.292,0.966,0.971,9
-5KQ66BBWC4,1159,0.593,0.172,0.908,0.987,9
-5KQ66BBWC4,1160,0.595,0.185,0.857,0.986,9
-5KQ66BBWC4,1247,0.575,0.179,0.849,0.96,9
-5KQ66BBWC4,1248,0.353,0.162,0.763,0.887,9
-5KQ66BBWC4,1249,0.507,0.144,0.752,0.897,9
-5KQ66BBWC4,1250,0.268,0.188,0.767,0.849,9
-5KQ66BBWC4,1251,0.528,0.165,0.821,0.942,9
-5KQ66BBWC4,1252,0.633,0.155,0.891,0.985,9
-5KQ66BBWC4,1286,0.613,0.05,0.937,0.974,9
-5KQ66BBWC4,1287,0.637,0.157,0.992,0.966,9
-5KQ66BBWC4,1312,0.605,0.154,0.931,0.931,9
-5KQ66BBWC4,1317,0.537,0.559,0.654,0.782,9
-5KQ66BBWC4,1317,0.655,0.491,0.75,0.807,9
-5KQ66BBWC4,1318,0.541,0.556,0.642,0.81,9
-5KQ66BBWC4,1318,0.63,0.589,0.732,0.813,9
-5KQ66BBWC4,1319,0.502,0.505,0.6,0.828,9
-5KQ66BBWC4,1319,0.618,0.557,0.718,0.83,9
-5KQ66BBWC4,1320,0.54,0.539,0.599,0.826,9
-5KQ66BBWC4,1320,0.612,0.54,0.692,0.823,9
-5KQ66BBWC4,1321,0.543,0.552,0.622,0.828,9
-5KQ66BBWC4,1321,0.623,0.61,0.732,0.828,9
-5KQ66BBWC4,1322,0.516,0.536,0.636,0.835,9
-5KQ66BBWC4,1322,0.626,0.503,0.705,0.817,9
-5KQ66BBWC4,1323,0.532,0.519,0.605,0.8,9
-5KQ66BBWC4,1323,0.624,0.496,0.695,0.821,9
-5KQ66BBWC4,1324,0.251,0.299,0.479,0.735,9
-5KQ66BBWC4,1324,0.725,0.029,0.991,0.965,9
-5KQ66BBWC4,1325,0.277,0.12,0.578,0.742,9
-5KQ66BBWC4,1325,0.591,0.064,0.871,0.948,9
-5KQ66BBWC4,1326,0.248,0.204,0.474,0.761,9
-5KQ66BBWC4,1326,0.589,0.13,0.849,0.994,9
-5KQ66BBWC4,1329,0.384,0.252,0.685,0.995,9
-5KQ66BBWC4,1329,0.617,0.176,0.863,0.969,9
-5KQ66BBWC4,1331,0.48,0.251,0.798,0.984,9
-5KQ66BBWC4,1333,0.318,0.105,0.763,0.99,9
-5KQ66BBWC4,1334,0.209,0.236,0.504,0.945,9
-5KQ66BBWC4,1335,0.514,0.107,0.974,0.985,9
-5KQ66BBWC4,1336,0.299,0.15,0.831,0.956,9
-5KQ66BBWC4,1337,0.312,0.165,0.929,0.981,9
-5KQ66BBWC4,1338,0.202,0.107,0.749,0.976,9
-5KQ66BBWC4,1339,0.092,0.105,0.758,0.969,9
-5KQ66BBWC4,1339,0.597,0.12,1,0.979,9
-5KQ66BBWC4,1341,0.075,0,0.55,0.994,9
-5KQ66BBWC4,1341,0.326,0.017,0.971,1,9
-5KQ66BBWC4,1342,0.083,0.302,0.8,0.976,9
-5KQ66BBWC4,1343,0.145,0.21,0.745,0.988,9
-5KQ66BBWC4,1458,0.397,0.096,0.641,0.919,9
-5KQ66BBWC4,1459,0.415,0.136,0.588,0.932,9
-5KQ66BBWC4,1460,0.399,0.181,0.577,0.944,9
-5KQ66BBWC4,1461,0.39,0.048,0.6,0.925,9
-5KQ66BBWC4,1462,0.415,0.073,0.588,0.935,9
-5KQ66BBWC4,1463,0.429,0.033,0.652,0.955,9
-5KQ66BBWC4,1464,0.442,0.025,0.643,0.982,9
-5KQ66BBWC4,1465,0.415,0.136,0.633,0.973,9
-5KQ66BBWC4,1466,0.418,0.155,0.615,0.97,9
-5KQ66BBWC4,1467,0.44,0.232,0.749,0.96,9
-5KQ66BBWC4,1468,0.494,0.249,0.751,0.969,9
-5KQ66BBWC4,1469,0.508,0.165,0.694,0.955,9
-5KQ66BBWC4,1470,0.434,0.195,0.69,0.957,9
-5KQ66BBWC4,1472,0.317,0.042,0.601,0.99,9
-5KQ66BBWC4,1473,0.3,0.242,0.53,0.985,9
-5KQ66BBWC4,1474,0.306,0.128,0.577,0.992,9
-5KQ66BBWC4,1475,0.168,0.194,0.576,0.998,9
-5KQ66BBWC4,1476,0.202,0.133,0.503,0.981,9
-5KQ66BBWC4,1477,0.188,0.055,0.494,0.977,9
-5KQ66BBWC4,1478,0.31,0.004,0.521,0.982,9
-5KQ66BBWC4,1479,0.389,0.094,0.604,0.869,9
-5KQ66BBWC4,1480,0.241,0.005,0.709,0.977,9
-5KQ66BBWC4,1481,0.065,0.101,0.766,1,9
-5KQ66BBWC4,1482,0.538,0.105,0.991,0.986,9
-5KQ66BBWC4,1483,0.527,0.162,0.984,0.988,9
-5KQ66BBWC4,1485,0.345,0.084,0.68,0.961,9
-5KQ66BBWC4,1486,0.387,0.033,0.675,0.952,9
-5KQ66BBWC4,1487,0.397,0.099,0.591,0.964,9
-5KQ66BBWC4,1488,0.407,0.02,0.615,0.931,9
-5KQ66BBWC4,1489,0.428,0.191,0.69,0.954,9
-5KQ66BBWC4,1490,0.546,0.189,0.76,0.877,9
-5KQ66BBWC4,1491,0.549,0.402,0.708,0.858,9
-5KQ66BBWC4,1492,0.592,0.157,0.776,0.811,9
-5KQ66BBWC4,1493,0.409,0.178,0.691,0.825,9
-5KQ66BBWC4,1494,0.396,0.263,0.693,0.843,9
-5KQ66BBWC4,1495,0.399,0.275,0.69,0.842,9
-5KQ66BBWC4,1496,0.397,0.289,0.69,0.844,9
-5KQ66BBWC4,1497,0.468,0.122,0.681,0.811,9
-5KQ66BBWC4,1498,0.46,0.088,0.621,0.797,9
-5KQ66BBWC4,1499,0.447,0.092,0.614,0.798,9
-5KQ66BBWC4,1500,0.441,0.099,0.62,0.796,9
-5KQ66BBWC4,1501,0.452,0.089,0.614,0.814,9
-5KQ66BBWC4,1502,0.45,0.099,0.618,0.812,9
-5KQ66BBWC4,1514,0.063,0.452,0.177,0.728,9
-5KQ66BBWC4,1515,0.076,0.401,0.187,0.693,9
-5KQ66BBWC4,1516,0.074,0.373,0.179,0.656,9
-5KQ66BBWC4,1517,0.225,0.027,0.637,0.987,9
-5KQ66BBWC4,1518,0.528,0.206,0.751,0.987,9
-5KQ66BBWC4,1519,0.547,0.13,0.843,0.963,9
-5KQ66BBWC4,1520,0.549,0.165,0.829,0.937,9
-5KQ66BBWC4,1521,0.599,0.152,0.9,0.968,9
-5KQ66BBWC4,1522,0.336,0.169,0.588,0.973,9
-5KQ66BBWC4,1523,0.359,0.157,0.607,0.989,9
-5KQ66BBWC4,1524,0.354,0.197,0.58,0.951,9
-5KQ66BBWC4,1525,0.379,0.156,0.567,0.951,9
-5KQ66BBWC4,1526,0.328,0.228,0.501,0.952,9
-5KQ66BBWC4,1527,0.324,0.192,0.617,0.941,9
-5KQ66BBWC4,1600,0.498,0.109,0.995,0.979,9
-5KQ66BBWC4,1601,0.139,0.105,0.972,0.995,9
-5KQ66BBWC4,1602,0.551,0.101,0.99,1,9
-5KQ66BBWC4,1603,0.353,0.128,0.986,0.991,9
-5KQ66BBWC4,1617,0.368,0.078,0.97,0.974,9
-5KQ66BBWC4,1618,0.109,0.046,0.709,0.993,9
-5KQ66BBWC4,1619,0.619,0.203,1,1,9
-5KQ66BBWC4,1620,0.072,0.02,0.982,0.989,9
-5KQ66BBWC4,1621,0.073,0.021,0.684,0.986,9
-5KQ66BBWC4,1623,0.068,0.407,0.532,1,9
-5KQ66BBWC4,1623,0.678,0.137,0.999,0.976,9
-5KQ66BBWC4,1624,0.293,0.112,0.961,0.982,9
-5KQ66BBWC4,1626,0.418,0.169,0.951,1,9
-5KQ66BBWC4,1631,0.249,0.181,0.536,0.882,9
-5KQ66BBWC4,1631,0.495,0.037,0.696,0.966,9
-5KQ66BBWC4,1632,0.339,0.245,0.557,0.928,9
-5KQ66BBWC4,1632,0.529,0.081,0.74,0.981,9
-5KQ66BBWC4,1633,0.601,0.103,0.944,0.969,9
-5KQ66BBWC4,1634,0.327,0.124,0.59,0.964,9
-5KQ66BBWC4,1635,0.764,0.217,0.994,0.926,9
-5KQ66BBWC4,1636,0.226,0.169,0.46,0.982,9
-5KQ66BBWC4,1636,0.381,0.077,0.713,0.963,9
-5KQ66BBWC4,1638,0.375,0.168,0.636,0.972,9
-5KQ66BBWC4,1639,0.162,0.091,0.56,0.977,9
-5KQ66BBWC4,1639,0.532,0.221,0.881,0.962,9
-5KQ66BBWC4,1740,0.398,0.504,0.486,0.69,9
-5KQ66BBWC4,1741,0.434,0.524,0.505,0.689,9
-5KQ66BBWC4,1750,0.435,0.556,0.488,0.723,9
-5KQ66BBWC4,1753,0.46,0.561,0.521,0.707,9
-5KQ66BBWC4,1754,0.336,0.003,0.985,1,9
-5KQ66BBWC4,1755,0.28,0.054,0.95,0.937,9
-5KQ66BBWC4,1756,0.408,0.155,0.82,0.991,9
-5KQ66BBWC4,1757,0.304,0.222,0.953,0.959,9
-5KQ66BBWC4,988,0.328,0.464,0.469,0.869,10
-5KQ66BBWC4,993,0.275,0.262,0.422,0.812,10
-5KQ66BBWC4,994,0.295,0.066,0.543,0.923,10
-5KQ66BBWC4,996,0.064,0.288,0.215,0.904,10
-5KQ66BBWC4,1000,0.426,0.21,0.562,0.405,10
-5KQ66BBWC4,1138,0.261,0.042,0.656,0.965,10
-5KQ66BBWC4,1141,0.126,0.014,0.388,0.842,10
-5KQ66BBWC4,1142,0.067,0.202,0.224,0.824,10
-5KQ66BBWC4,1143,0.001,0.002,0.889,0.996,10
-5KQ66BBWC4,1144,0.033,0.001,0.761,1,10
-5KQ66BBWC4,1664,0.49,0.515,0.868,0.976,10
-5KQ66BBWC4,978,0.009,0.034,0.781,0.992,11
-5KQ66BBWC4,1010,0.29,0.044,1,1,11
-5KQ66BBWC4,1011,0.303,0.054,1,0.968,11
-5KQ66BBWC4,1013,0.318,0.064,1,0.971,11
-5KQ66BBWC4,1014,0.311,0.043,1,0.973,11
-5KQ66BBWC4,1015,0.447,0.031,1,0.983,11
-5KQ66BBWC4,1018,0.315,0.041,1,0.982,11
-5KQ66BBWC4,1019,0.345,0.008,1,0.996,11
-5KQ66BBWC4,1021,0.41,0.044,1,0.985,11
-5KQ66BBWC4,1022,0.33,0.052,1,0.984,11
-5KQ66BBWC4,1024,0.353,0.059,1,0.992,11
-5KQ66BBWC4,1025,0.3,0.059,1,0.976,11
-5KQ66BBWC4,1026,0.016,0.097,0.368,0.983,11
-5KQ66BBWC4,1027,0.049,0.094,0.769,0.988,11
-5KQ66BBWC4,1028,0.025,0.044,0.53,0.997,11
-5KQ66BBWC4,1028,0.424,0.081,0.952,0.977,11
-5KQ66BBWC4,1029,0.011,0.045,0.499,1,11
-5KQ66BBWC4,1029,0.395,0.09,0.961,0.971,11
-5KQ66BBWC4,1030,0.443,0.08,0.961,0.949,11
-5KQ66BBWC4,1031,0,0.058,0.518,0.988,11
-5KQ66BBWC4,1031,0.432,0.13,0.956,0.962,11
-5KQ66BBWC4,1032,0.429,0.11,0.953,0.951,11
-5KQ66BBWC4,1033,0.428,0.098,0.956,0.966,11
-5KQ66BBWC4,1034,0.009,0.036,0.527,0.99,11
-5KQ66BBWC4,1034,0.446,0.089,0.947,0.961,11
-5KQ66BBWC4,1035,0.442,0.099,0.943,0.953,11
-5KQ66BBWC4,1036,0.434,0.098,0.937,0.96,11
-5KQ66BBWC4,1037,0,0.064,0.509,0.985,11
-5KQ66BBWC4,1037,0.44,0.098,0.945,0.949,11
-5KQ66BBWC4,1038,0.001,0.042,0.528,0.984,11
-5KQ66BBWC4,1038,0.442,0.106,0.955,0.95,11
-5KQ66BBWC4,1040,0.043,0.007,0.999,1,11
-5KQ66BBWC4,1041,0.109,0.023,1,0.992,11
-5KQ66BBWC4,1042,0.069,0.008,0.999,0.991,11
-5KQ66BBWC4,1044,0.039,0.097,0.943,0.981,11
-5KQ66BBWC4,1048,0.378,0.088,0.644,0.474,11
-5KQ66BBWC4,1048,0.715,0.174,0.994,0.716,11
-5KQ66BBWC4,1049,0.232,0.137,0.428,0.545,11
-5KQ66BBWC4,1049,0.538,0.114,0.867,0.758,11
-5KQ66BBWC4,1050,0.221,0.165,0.402,0.581,11
-5KQ66BBWC4,1050,0.516,0.122,0.868,0.781,11
-5KQ66BBWC4,1051,0.226,0.184,0.422,0.611,11
-5KQ66BBWC4,1051,0.51,0.145,0.906,0.793,11
-5KQ66BBWC4,1052,0.234,0.188,0.436,0.598,11
-5KQ66BBWC4,1052,0.585,0.215,0.883,0.791,11
-5KQ66BBWC4,1053,0.228,0.187,0.41,0.603,11
-5KQ66BBWC4,1053,0.578,0.235,0.962,0.776,11
-5KQ66BBWC4,1054,0.226,0.193,0.406,0.604,11
-5KQ66BBWC4,1054,0.581,0.229,0.877,0.768,11
-5KQ66BBWC4,1055,0.243,0.202,0.408,0.584,11
-5KQ66BBWC4,1055,0.544,0.158,0.862,0.798,11
-5KQ66BBWC4,1056,0.226,0.193,0.433,0.59,11
-5KQ66BBWC4,1056,0.507,0.146,0.887,0.79,11
-5KQ66BBWC4,1057,0.231,0.19,0.428,0.613,11
-5KQ66BBWC4,1057,0.528,0.176,0.9,0.782,11
-5KQ66BBWC4,1058,0.03,0.02,0.912,0.989,11
-5KQ66BBWC4,1059,0.024,0.018,0.923,0.971,11
-5KQ66BBWC4,1061,0.224,0.062,0.966,1,11
-5KQ66BBWC4,1064,0.003,0.045,0.325,0.994,11
-5KQ66BBWC4,1065,0.121,0.014,0.964,1,11
-5KQ66BBWC4,1066,0.112,0.024,0.987,1,11
-5KQ66BBWC4,1067,0.095,0.146,0.307,0.664,11
-5KQ66BBWC4,1067,0.482,0.088,0.892,0.924,11
-5KQ66BBWC4,1068,0.107,0.148,0.308,0.635,11
-5KQ66BBWC4,1068,0.479,0.123,0.83,0.901,11
-5KQ66BBWC4,1069,0.083,0.14,0.321,0.669,11
-5KQ66BBWC4,1069,0.486,0.115,0.846,0.907,11
-5KQ66BBWC4,1070,0.087,0.149,0.313,0.662,11
-5KQ66BBWC4,1070,0.472,0.116,0.818,0.931,11
-5KQ66BBWC4,1071,0.086,0.151,0.319,0.664,11
-5KQ66BBWC4,1071,0.49,0.103,0.802,0.881,11
-5KQ66BBWC4,1072,0.078,0.134,0.32,0.683,11
-5KQ66BBWC4,1072,0.463,0.12,0.878,0.919,11
-5KQ66BBWC4,1073,0.114,0.156,0.315,0.652,11
-5KQ66BBWC4,1073,0.484,0.106,0.859,0.896,11
-5KQ66BBWC4,1074,0.113,0.15,0.315,0.645,11
-5KQ66BBWC4,1074,0.469,0.09,0.816,0.884,11
-5KQ66BBWC4,1075,0.11,0.15,0.318,0.645,11
-5KQ66BBWC4,1075,0.353,0.073,0.837,0.951,11
-5KQ66BBWC4,1076,0.107,0.144,0.311,0.635,11
-5KQ66BBWC4,1076,0.394,0.055,0.824,0.935,11
-5KQ66BBWC4,1077,0.078,0.145,0.315,0.664,11
-5KQ66BBWC4,1077,0.391,0.049,0.826,0.918,11
-5KQ66BBWC4,1078,0.087,0.148,0.317,0.659,11
-5KQ66BBWC4,1078,0.386,0.053,0.833,0.929,11
-5KQ66BBWC4,1079,0.091,0.139,0.314,0.661,11
-5KQ66BBWC4,1079,0.368,0.045,0.854,0.913,11
-5KQ66BBWC4,1080,0.095,0.138,0.32,0.674,11
-5KQ66BBWC4,1080,0.386,0.062,0.871,0.914,11
-5KQ66BBWC4,1081,0.092,0.14,0.319,0.675,11
-5KQ66BBWC4,1081,0.369,0.059,0.825,0.922,11
-5KQ66BBWC4,1082,0.092,0.14,0.322,0.673,11
-5KQ66BBWC4,1082,0.375,0.057,0.83,0.931,11
-5KQ66BBWC4,1083,0.094,0.142,0.311,0.681,11
-5KQ66BBWC4,1083,0.344,0.06,0.887,0.909,11
-5KQ66BBWC4,1084,0.087,0.146,0.321,0.686,11
-5KQ66BBWC4,1084,0.354,0.046,0.828,0.927,11
-5KQ66BBWC4,1085,0.033,0.02,0.731,0.97,11
-5KQ66BBWC4,1086,0.036,0.011,0.698,0.97,11
-5KQ66BBWC4,1087,0.109,0.14,0.34,0.683,11
-5KQ66BBWC4,1087,0.434,0.073,0.828,0.926,11
-5KQ66BBWC4,1088,0.091,0.146,0.335,0.689,11
-5KQ66BBWC4,1088,0.419,0.056,0.827,0.937,11
-5KQ66BBWC4,1089,0.093,0.157,0.345,0.673,11
-5KQ66BBWC4,1089,0.442,0.057,0.821,0.927,11
-5KQ66BBWC4,1090,0.095,0.156,0.335,0.678,11
-5KQ66BBWC4,1090,0.446,0.072,0.82,0.901,11
-5KQ66BBWC4,1091,0.128,0.151,0.348,0.667,11
-5KQ66BBWC4,1091,0.44,0.054,0.828,0.939,11
-5KQ66BBWC4,1092,0.11,0.16,0.338,0.675,11
-5KQ66BBWC4,1092,0.423,0.048,0.813,0.931,11
-5KQ66BBWC4,1093,0.082,0.144,0.337,0.682,11
-5KQ66BBWC4,1093,0.456,0.073,0.813,0.911,11
-5KQ66BBWC4,1094,0.096,0.146,0.329,0.692,11
-5KQ66BBWC4,1094,0.453,0.052,0.828,0.936,11
-5KQ66BBWC4,1095,0.452,0.066,0.833,0.936,11
-5KQ66BBWC4,1096,0.111,0.148,0.346,0.675,11
-5KQ66BBWC4,1096,0.455,0.06,0.827,0.959,11
-5KQ66BBWC4,1097,0.126,0.16,0.341,0.671,11
-5KQ66BBWC4,1097,0.437,0.062,0.824,0.938,11
